add_count,entry_notional,entry_price,entry_size,entry_step,exit_price,pnl,step,type,variant
0,145677.28051077365,2632.596414,1.0,258056,2534.323034,-5494.143050322455,258628,sell,baseline_100
0,140183.1374604512,2534.323034,1.0,258628,2606.341164,-3983.593514871318,259955,buy_cover,baseline_100
0,136171.5073180878,2885.982688,1.0,261337,2964.072696,-3684.5744068966887,261799,buy_cover,baseline_100
0,132459.6986097275,2964.072696,1.0,261799,3176.894494,9453.885492086352,266378,sell,baseline_100
0,141913.58410181385,3176.894494,1.0,266378,3228.6756060000002,-2313.084327748016,266666,buy_cover,baseline_100
0,139572.11705724546,3272.1543,1.0,266698,2984.2630280000003,-12330.77108191885,267818,sell,baseline_100
0,127241.3459753266,2984.2630280000003,1.0,267818,3096.8892539999997,-4802.0890557596285,268277,buy_cover,baseline_100
0,122413.80865037191,3012.587362,1.0,269538,3118.02348,-4284.297832795855,270002,buy_cover,baseline_100
0,118105.02805584598,3118.02348,1.0,270002,3025.524774,-3549.5178020271414,270647,sell,baseline_100
0,114555.51025381884,2971.384158,1.0,271787,2837.23244,-5215.688354639584,272853,sell,baseline_100
0,109339.82189917925,2837.23244,1.0,272853,2835.677022,59.94627962015511,273570,buy_cover,baseline_100
0,109377.90021441957,2835.677022,1.0,273570,2762.4773940000005,-2866.07785322587,274101,sell,baseline_100
0,106511.8223611937,2762.4773940000005,1.0,274101,2089.877892,25933.17423582128,277466,buy_cover,baseline_100
0,132423.69423254274,2089.877892,1.0,277466,2001.989522,-5619.723724207841,278340,sell,baseline_100
0,126803.9705083349,2001.989522,1.0,278340,2050.10994,-3047.8929082214745,278781,buy_cover,baseline_100
0,123730.71680601175,1989.082104,1.0,279862,1836.297186,9503.979987315004,281661,buy_cover,baseline_100
0,133209.95064996555,1836.297186,1.0,281661,1916.876548,5789.827658736322,282267,sell,baseline_100
0,138999.77830870188,1916.876548,1.0,282267,1796.319192,8742.063103900015,283346,buy_cover,baseline_100
0,147714.04145694018,1796.319192,1.0,283346,1780.423844,-1365.6554053572763,283952,sell,baseline_100
0,146348.3860515829,1780.423844,1.0,283952,1248.729696,43704.53024715526,286538,buy_cover,baseline_100
0,190023.64662152785,1141.5282599999998,1.0,288796,1192.91137,8474.028016407072,289870,sell,baseline_100
0,198497.67463793492,1192.91137,1.0,289870,1092.208398,16756.747354300227,291864,buy_cover,baseline_100
0,215214.72245730757,1092.208398,1.0,291864,1188.502252,18880.601961238688,293479,sell,baseline_100
0,234095.32441854625,1188.502252,1.0,293479,1099.829922,17465.501745553338,294463,buy_cover,baseline_100
0,251514.00709921587,1099.829922,1.0,294463,1481.893562,87236.47471089859,296666,sell,baseline_100
0,338750.48181011446,1481.893562,1.0,296666,1606.881312,-28571.30892885907,297550,buy_cover,baseline_100
0,310111.42278489337,1606.881312,1.0,297550,1479.1741060000002,-24760.34055638779,297999,sell,baseline_100
0,285351.0822285056,1670.405852,1.0,299769,1681.2261780000001,-1848.3966282086913,300509,buy_cover,baseline_100
0,283445.61538385117,1681.2261780000001,1.0,300509,1711.05772,4914.057706488122,302229,sell,baseline_100
0,288359.6730903393,1711.05772,1.0,302229,1891.82829,-30464.735373436066,302683,buy_cover,baseline_100
0,257837.26578228513,1891.82829,1.0,302683,1958.368248,8961.978736356134,303731,sell,baseline_100
0,266799.24451864127,1958.368248,1.0,303731,1919.6938619999999,5268.834124774468,304463,buy_cover,baseline_100
0,272014.718794512,1919.6938619999999,1.0,304463,1821.865554,-13965.221276690223,304974,sell,baseline_100
0,258049.49751782176,1821.865554,1.0,304974,1643.248584,25299.36208357266,305802,buy_cover,baseline_100
0,283297.24970189086,1643.248584,1.0,305802,1653.579218,1666.9889065336902,307070,sell,baseline_100
0,284964.23860842455,1653.579218,1.0,307070,1510.4720340000001,24661.925174954784,308019,buy_cover,baseline_100
0,309569.1709356577,1510.4720340000001,1.0,308019,1519.925954,1812.9776975369896,308891,sell,baseline_100
0,311382.1486331947,1519.925954,1.0,308891,1574.194776,-11117.859226388566,309722,buy_cover,baseline_100
0,300202.0129770795,1574.194776,1.0,309722,1559.867964,-2851.12702726468,310395,sell,baseline_100
0,297350.8859498148,1707.098512,1.0,312072,1631.57625,13154.853549927822,312729,buy_cover,baseline_100
0,310446.26932255266,1631.57625,1.0,312729,1422.985346,-39797.68306126399,313231,sell,baseline_100
0,270648.58626128867,1422.985346,1.0,313231,1356.501246,12645.135390775773,315107,buy_cover,baseline_100
0,283239.59193481214,1356.501246,1.0,315107,1303.549238,-11165.324850039906,315789,sell,baseline_100
0,272074.26708477223,1303.549238,1.0,315789,1386.92733,-17402.501966663112,316243,buy_cover,baseline_100
0,254617.35026469216,1307.948358,1.0,317554,1316.0931659999999,-1585.5335684196907,318102,buy_cover,baseline_100
0,252980.89322621952,1316.0931659999999,1.0,318102,1324.864974,1584.2700758004503,318664,sell,baseline_100
0,254565.16330201997,1324.864974,1.0,318664,1331.0761619999998,-1193.4337194536347,319955,buy_cover,baseline_100
0,253320.81654990593,1331.0761619999998,1.0,319955,1278.314286,-10138.56185757072,320900,sell,baseline_100
0,243182.2546923352,1294.848918,1.0,321908,1305.068934,1821.3641402574722,322432,sell,baseline_100
0,245003.61883259268,1305.068934,1.0,322432,1309.0417559999999,-745.8172613118368,322997,buy_cover,baseline_100
0,244208.80084751433,1309.0417559999999,1.0,322997,1488.7022,33405.54589574665,325224,sell,baseline_100
0,277614.346743261,1488.7022,1.0,325224,1612.792494,-23140.442726971058,326789,buy_cover,baseline_100
0,254418.38114694128,1612.792494,1.0,326789,1618.366262,777.154318366549,327744,sell,baseline_100
0,255195.53546530782,1618.366262,1.0,327744,1325.36502,46202.53407956901,329053,buy_cover,baseline_100
0,301347.0304377838,1241.9215660000002,1.0,329822,1217.463444,5934.671972629847,331730,buy_cover,baseline_100
0,307221.43300432607,1217.463444,1.0,331730,1100.37988,-29656.570866496942,332258,sell,baseline_100
0,277564.8621378291,1100.37988,1.0,332258,1173.78471,-18515.958767934877,332748,buy_cover,baseline_100
0,258993.39039746666,1193.541244,1.0,334054,1230.2560019999999,-7966.9361697529675,334641,buy_cover,baseline_100
0,250974.6555496342,1230.2560019999999,1.0,334641,1266.39667,7269.439055136987,335631,sell,baseline_100
0,258244.09460477118,1266.39667,1.0,335631,1288.167582,-4439.522216757934,336080,buy_cover,baseline_100
0,253752.9235690923,1288.167582,1.0,336080,1229.414068,-11670.57038575114,336736,sell,baseline_100
0,242082.35318334115,1279.2858059999999,1.0,338497,1294.301088,2743.4185040315497,338974,sell,baseline_100
0,244825.7716873727,1294.301088,1.0,338974,1200.1599840000001,17807.43321719661,340449,buy_cover,baseline_100
0,262584.23975023185,1200.1599840000001,1.0,340449,1199.290094,-295.2712000756874,341144,sell,baseline_100
0,262288.96855015616,1199.290094,1.0,341144,1230.0859679999999,-6735.155373960268,342408,buy_cover,baseline_100
0,255501.35538248584,1209.748002,1.0,344605,1258.931736,-10387.698770856136,345478,buy_cover,baseline_100
0,245062.55634055322,1258.931736,1.0,345478,1511.387662,49025.1805000442,355572,sell,baseline_100
0,294087.7368405974,1511.387662,1.0,355572,1537.567452,-5094.084925031464,355860,buy_cover,baseline_100
0,288934.83436819783,1548.099558,1.0,356059,1564.277082,2902.577303465514,362196,sell,baseline_100
0,291837.41167166334,1532.313476,1.0,363060,1578.505638,-8797.535740603402,364212,buy_cover,baseline_100
0,282981.5084487256,1576.855308,1.0,364213,1839.3320600000002,46971.89962416631,381204,sell,baseline_100
0,329953.40807289194,1853.100546,1.0,384948,1826.914544,-4792.646131925867,385812,sell,baseline_100
0,325160.76194096607,1910.2219679999998,1.0,386388,1839.392048,-12182.001081157709,389844,sell,baseline_100
0,312978.76085980836,1721.8555600000002,1.0,392436,1735.1169539999999,-2410.4884495674632,392724,buy_cover,baseline_100
0,310505.67665806896,1889.1477539999998,1.0,393300,1830.393848,-9777.285888807732,405972,sell,baseline_100
0,300728.3907692612,1687.652402,1.0,409716,1641.9183179999998,8149.520137668995,415082,buy_cover,baseline_100
0,308817.7652287764,1641.9183179999998,1.0,415082,1618.866162,-4457.51111620228,415885,sell,baseline_100
0,304360.2541125741,1623.294594,1.0,417501,1614.2970759999998,-1808.0503501347266,417955,sell,baseline_100
0,302552.20376243937,1614.2970759999998,1.0,417955,1648.6596659999998,-6440.238004408369,418770,buy_cover,baseline_100
0,296051.4553172785,1594.838904,1.0,420483,1652.8293680000002,10642.110482847143,422900,sell,baseline_100
0,306693.56580012565,1652.8293680000002,1.0,422900,1653.1205579999998,-54.019986028957646,424061,buy_cover,baseline_100
0,306578.2071009367,1653.1205579999998,1.0,424061,1626.07472,-5136.378088480211,424516,sell,baseline_100
0,301441.82901245647,1626.07472,1.0,424516,1555.921122,13005.089737643139,426094,buy_cover,baseline_100
0,314386.6303842971,1555.921122,1.0,426094,1572.455446,3213.8175412995042,427152,sell,baseline_100
0,317600.4479255966,1572.455446,1.0,427152,1577.495436,-1017.9512844590354,427888,buy_cover,baseline_100
0,316518.9765515525,1577.495436,1.0,427888,2233.033304,131352.1926257087,455796,sell,baseline_100
0,447871.1691772612,2311.052118,1.0,457236,2298.5402,-2602.9123589087976,459252,sell,baseline_100
0,445268.2568183524,2377.7754600000003,1.0,459540,3321.8055059999997,176532.66314368148,476244,sell,baseline_100
0,621800.9199620339,3359.401746,1.0,476820,3139.372,-40958.318344077445,479124,sell,baseline_100
0,580842.6016179564,3048.8901,1.0,502452,3098.409558,-9433.904760260251,504180,buy_cover,baseline_100
0,571292.5283373726,3487.957452,1.0,505620,3271.3156059999997,-35698.06861718162,508788,sell,baseline_100
0,535594.459720191,2991.741532,1.0,510804,2738.0174939999997,45422.79012267146,514048,buy_cover,baseline_100
0,580910.1309509184,2738.0174939999997,1.0,514048,2544.34103,-41307.177395039704,514489,sell,baseline_100
0,539602.9535558787,2544.34103,1.0,514489,2635.807056,-19398.060364591773,515159,buy_cover,baseline_100
0,520096.97260057577,2552.629372,1.0,516152,2653.100514,-20470.923889823956,516626,buy_cover,baseline_100
0,499522.0293162317,2653.100514,1.0,516626,2733.4631980000004,14924.732541245816,517456,sell,baseline_100
0,514446.76185747754,2733.4631980000004,1.0,517456,2556.081114,33383.91070741514,518370,buy_cover,baseline_100
0,547727.7832125211,2556.081114,1.0,518370,2484.223056,-15610.95669601846,519181,sell,baseline_100
0,532116.8265165027,2484.223056,1.0,519181,2542.038306,-12383.91744795232,519690,buy_cover,baseline_100
0,519626.485703247,2316.0331140000003,1.0,521440,2314.3170440000004,-592.6942429088522,522161,sell,baseline_100
0,519033.79146033817,2314.3170440000004,1.0,522161,2383.196544,-15447.640872367192,522796,buy_cover,baseline_100
0,503482.3438296789,2345.1289319999996,1.0,523935,2549.4100160000003,43638.76789338485,525467,sell,baseline_100
0,547121.1117230637,2549.4100160000003,1.0,525467,2637.987492,-19009.319452990196,526527,buy_cover,baseline_100
0,528002.3680477289,2637.987492,1.0,526527,2644.1310679999997,1017.9864546706667,527308,sell,baseline_100
0,529020.3545023996,2644.1310679999997,1.0,527308,2396.22915,49598.604560681444,528850,buy_cover,baseline_100
0,578513.1549921806,2396.22915,1.0,528850,2412.987306,3812.8622120580403,529800,sell,baseline_100
0,582326.0172042387,2412.987306,1.0,529800,2419.7038439999997,-1620.878174930811,530796,buy_cover,baseline_100
0,580588.673825867,2419.7038439999997,1.0,530796,2442.21146,5166.151034196257,531435,sell,baseline_100
0,585754.8248600633,2442.21146,1.0,531435,2658.08151,-51775.55798174837,531995,buy_cover,baseline_100
0,533862.1159133429,2658.08151,1.0,531995,2587.992298,-14284.95402815839,532573,sell,baseline_100
0,519577.1618851845,2644.710952,1.0,533849,2513.472594,25782.971014758456,535544,buy_cover,baseline_100
0,545256.217467566,2513.472594,1.0,535544,2609.557984,20617.715211163973,536601,sell,baseline_100
0,565873.93267873,2609.557984,1.0,536601,2485.7370479999995,26850.177959806402,538173,buy_cover,baseline_100
0,592610.9358520006,2485.7370479999995,1.0,538173,3423.8650900000002,223327.4877437218,551988,sell,baseline_100
0,815938.4235957224,3488.8776359999997,1.0,552276,3399.0700500000003,-21321.103722944506,553428,sell,baseline_100
0,794617.3198727779,3455.500962,1.0,554868,3221.045662,-54210.9353360011,556884,sell,baseline_100
0,740406.3845367768,3447.199302,1.0,558612,3269.8059080000003,-38382.31768156483,560052,sell,baseline_100
0,702024.066855212,3085.752726,1.0,562356,3258.45156,-39289.81258408725,562932,buy_cover,baseline_100
0,662593.8494577537,3119.955884,1.0,563508,2670.594012,95432.27353813092,566964,buy_cover,baseline_100
0,757893.604225993,2670.594012,1.0,566964,2634.862922,-10439.274139970425,568315,sell,baseline_100
0,747454.3300860226,2634.862922,1.0,568315,2760.552,-35655.27537533059,568861,buy_cover,baseline_100
0,711649.5638446748,2737.1024700000003,1.0,569885,2263.9927079999998,123009.06667361094,571759,buy_cover,baseline_100
0,834516.3006055169,2263.9927079999998,1.0,571759,2162.987316,-37549.85289484635,573015,sell,baseline_100
0,796966.4477106705,2162.987316,1.0,573015,1933.006524,84737.91552441102,575212,buy_cover,baseline_100
0,881544.9699455394,1933.006524,1.0,575212,1898.630198,-16023.58869313635,575736,sell,baseline_100
0,865521.381252403,1898.630198,1.0,575736,1980.706062,-37415.57817728666,576594,buy_cover,baseline_100
0,827932.6987988659,2034.403038,1.0,578650,1860.251976,70873.57700204442,580291,buy_cover,baseline_100
0,898640.6892611505,1860.251976,1.0,580291,1845.6308000000001,-7419.715763164102,580765,sell,baseline_100
0,891220.9734979864,1845.6308000000001,1.0,580765,1596.499236,120301.05474534782,582726,buy_cover,baseline_100
0,1011343.7840486347,1596.499236,1.0,582726,1575.8847600000001,-13458.047728204867,583835,sell,baseline_100
0,997885.7363204298,1575.8847600000001,1.0,583835,1598.859708,-14548.214225215022,585438,buy_cover,baseline_100
0,983137.9449479508,1797.7894860000001,1.0,587270,1779.8539580000001,-10197.503697509179,587989,sell,baseline_100
0,972940.4412504416,1779.8539580000001,1.0,587989,1831.326192,-28136.772999918903,588975,buy_cover,baseline_100
0,944609.0801622726,1839.897906,1.0,590584,2404.3390360000003,289292.0533968997,599220,sell,baseline_100
0,1233901.1335591723,2404.3390360000003,1.0,599220,2474.4847979999995,-35998.58914214582,599508,buy_cover,baseline_100
0,1197655.7641903146,2537.7074399999997,1.0,599778,2310.547798,-107642.76290987968,603796,sell,baseline_100
0,1090013.001280435,2310.547798,1.0,603796,2309.571822,460.46536167361774,604284,buy_cover,baseline_100
0,1090255.4640418524,2309.571822,1.0,604284,2393.481208,39158.32696935907,605281,sell,baseline_100
0,1129413.7910112115,2393.481208,1.0,605281,2454.9909,-29024.578628581483,605958,buy_cover,baseline_100
0,1100163.3296244277,2454.9909,1.0,605958,2402.759352,-23837.35887314356,606708,sell,baseline_100
0,1076325.9707512842,2535.617022,1.0,608021,4157.91825,687933.1530731546,631188,sell,baseline_100
0,1764259.1238244388,4209.771786,1.0,632628,4134.812872,-32107.348223629175,636372,sell,baseline_100
0,1732151.7756008096,4153.360506,1.0,640404,3899.2200000000003,-106639.25615344523,641268,sell,baseline_100
0,1625512.5194473644,3602.5093540000003,1.0,642708,2955.54099,291923.008158589,649044,buy_cover,baseline_100
0,1917110.425102064,2955.54099,1.0,649044,2988.7621280000003,20773.49107296276,650032,sell,baseline_100
0,1937883.9161750267,2988.7621280000003,1.0,650032,2859.97188,83506.40203613206,650941,buy_cover,baseline_100
0,2021002.7414279238,2859.97188,1.0,650941,3064.856906,143916.03504271363,651829,sell,baseline_100
0,2164918.7764706374,3064.856906,1.0,651829,3079.935864,-10651.215894440655,652419,buy_cover,baseline_100
0,2153834.5768209025,3079.935864,1.0,652419,3282.453378,140704.73586541507,653371,sell,baseline_100
0,2294539.3126863176,3282.453378,1.0,653371,3127.77543,108124.89278371586,654541,buy_cover,baseline_100
0,2402205.2976074964,3127.77543,1.0,654541,2862.9073040000003,-204304.39176057372,655288,sell,baseline_100
0,2197900.9058469227,2966.84325,1.0,657584,3175.724728,153802.9006437799,661320,sell,baseline_100
0,2351703.8064907026,3175.724728,1.0,661320,3107.1213,50802.65100579942,662399,buy_cover,baseline_100
0,2402036.1167352037,3107.1213,1.0,662399,3287.4323820000004,138377.4217465222,663918,sell,baseline_100
0,2540413.538481726,3287.4323820000004,1.0,663918,3341.928252,-42112.411833068356,664479,buy_cover,baseline_100
0,2497793.0439409614,3341.928252,1.0,664479,3166.056662,-132394.75720662205,664944,sell,baseline_100
0,2365398.2867343393,2966.133108,1.0,667093,2940.531776,-21354.159727001563,667528,sell,baseline_100
0,2344044.1270073378,2940.531776,1.0,667528,2093.158548,675483.411179737,670116,buy_cover,baseline_100
0,3019058.729361673,2093.158548,1.0,670116,2055.38884,-55662.69902890781,670665,sell,baseline_100
0,2963396.030332765,2055.38884,1.0,670665,2012.20236,62265.046605071984,671977,buy_cover,baseline_100
0,3025068.3977317703,2012.20236,1.0,671977,2026.074704,19636.90608833218,672526,sell,baseline_100
0,3044705.3038201025,2026.074704,1.0,672526,2022.214362,5801.291542027611,673329,buy_cover,baseline_100
0,3049897.654301366,2022.214362,1.0,673329,1951.90954,-107210.95022560377,674551,sell,baseline_100
0,2942686.704075762,1951.90954,1.0,674551,1904.340792,71714.46399317449,675266,buy_cover,baseline_100
0,3013812.6307281214,1904.340792,1.0,675266,1969.376046,101678.32145045651,675963,sell,baseline_100
0,3115490.952178578,1969.376046,1.0,675963,1989.307782,-31531.253458942287,676425,buy_cover,baseline_100
0,3083336.6005292,1989.307782,1.0,676425,2051.559606,95215.6939213723,677958,sell,baseline_100
0,3178552.294450572,2051.559606,1.0,677958,1982.0363280000001,107714.94338189298,678745,buy_cover,baseline_100
0,3285631.527373575,1982.0363280000001,1.0,678745,2066.33665,138375.05150027527,680265,sell,baseline_100
0,3424006.5788738504,2066.33665,1.0,680265,2147.389392,-134307.6539521031,680700,buy_cover,baseline_100
0,3289014.1236059726,2147.389392,1.0,680700,2292.011506,220104.04612457938,681437,sell,baseline_100
0,3509118.169730552,2292.011506,1.0,681437,2157.371388,206137.00499778846,682873,buy_cover,baseline_100
0,3714553.3510943945,2140.17188,1.0,683665,2039.05773,175497.21646333812,684789,buy_cover,baseline_100
0,3889307.6568875136,2039.05773,1.0,684789,2081.13369,78668.204007864,685646,sell,baseline_100
0,3967975.8608953776,2081.13369,1.0,685646,2086.727262,-10664.777364131529,686759,buy_cover,baseline_100
0,3956517.488359067,2086.727262,1.0,686759,2089.562004,3790.1846076501533,687192,sell,baseline_100
0,3960307.6729667173,2089.562004,1.0,687192,2265.623034,-333684.99608152965,688412,buy_cover,baseline_100
0,3625830.6153505943,2265.623034,1.0,688412,2298.450218,51064.37563137896,689818,sell,baseline_100
0,3676894.9909819732,2298.450218,1.0,689818,2345.71905,-75617.12028860021,691407,buy_cover,baseline_100
0,3600542.491695177,2345.71905,1.0,691407,2294.710966,-79703.20448626671,691879,sell,baseline_100
0,3520839.28720891,2263.2472599999996,1.0,693265,2287.00731,-36962.37565251347,694011,buy_cover,baseline_100
0,3483172.743698955,2287.00731,1.0,694011,2335.7927480000003,72878.66758759832,695708,sell,baseline_100
0,3556051.4112865534,2335.7927480000003,1.0,695708,2321.8942859999997,21159.40111688059,696325,buy_cover,baseline_100
0,3576499.6021211767,2321.8942859999997,1.0,696325,2308.8981280000003,-21440.91279254062,697026,sell,baseline_100
0,3555058.689328636,2308.8981280000003,1.0,697026,2320.053918,-17176.660060382914,697536,buy_cover,baseline_100
0,3537171.0175303873,2144.9289,1.0,699627,2095.43083,-83008.62608184712,700245,sell,baseline_100
0,3454162.39144854,2095.43083,1.0,700245,2041.50822,88887.55997676263,702222,buy_cover,baseline_100
0,3542359.1189470133,2041.50822,1.0,702222,2006.018716,-62972.413285859395,702783,sell,baseline_100
0,3479386.705661154,2006.018716,1.0,702783,1609.741884,687331.8549132114,704704,buy_cover,baseline_100
0,4166022.683233233,1609.741884,1.0,704704,1648.6702,99040.20316329226,705375,sell,baseline_100
0,4265062.886396525,1648.6702,1.0,705375,1667.1233579999998,-47737.622058779,705922,buy_cover,baseline_100
0,4216472.251760467,1667.1233579999998,1.0,705922,1676.504632,22031.117243972607,706102,sell_final,baseline_100
0,5000.0,173.114616,0.5,1982,172.275538,-26.2248603023354,2899,sell,V0_constant_50
0,4986.887569848832,172.275538,0.5,2899,176.065206,-109.69992223944337,4027,buy_cover,V0_constant_50
0,4931.538919972125,176.065206,0.5,4027,185.71285,268.147406972369,5104,sell,V0_constant_50
0,5065.61262345831,185.71285,0.5,5104,185.347062,9.977650260421797,6094,buy_cover,V0_constant_50
0,5070.094887326175,185.347062,0.5,6094,176.86462,-233.9688454822599,6611,sell,V0_constant_50
0,4953.110464585045,176.86462,0.5,6611,175.555104,36.6733164885909,7835,buy_cover,V0_constant_50
0,4970.951811782881,175.555104,0.5,7835,171.305732,-122.26366483642323,8379,sell,V0_constant_50
0,4909.819979364669,171.305732,0.5,8379,164.08281,207.0174684503554,9191,buy_cover,V0_constant_50
0,5012.83773159191,164.08281,0.5,9191,182.553482,562.0605457747606,10628,sell,V0_constant_50
0,5293.86800447929,182.553482,0.5,10628,184.24684200000002,-49.10552902478503,11330,buy_cover,V0_constant_50
0,5268.78585316645,184.24684200000002,0.5,11330,181.153762,-90.52270279718778,11781,sell,V0_constant_50
0,5223.524501767855,181.153762,0.5,11781,188.767746,-219.54715209696042,12405,buy_cover,V0_constant_50
0,5113.228573269198,188.767746,0.5,12405,188.04238400000003,-21.685403398087146,12871,sell,V0_constant_50
0,5102.385871570154,188.04238400000003,0.5,12871,187.177428,23.470120842483084,13737,buy_cover,V0_constant_50
0,5113.610693404239,187.177428,0.5,13737,184.603072,-72.34746225867275,14236,sell,V0_constant_50
0,5077.436962274903,184.603072,0.5,14236,184.51689599999997,2.370440956569837,14247,buy_cover,V0_constant_50
0,5078.114439056961,182.253542,0.5,15687,144.60891600000002,1048.8890702443737,30375,buy_cover,V0_constant_50
0,5602.051162735242,143.62127,0.5,30663,143.75874599999997,-5.3621261801527,31527,buy_cover,V0_constant_50
0,5598.809894528892,201.029786,0.5,48807,142.47849,1630.6917189410387,55344,buy_cover,V0_constant_50
0,6413.595873009959,169.23384,0.5,57447,163.63726599999998,-214.57838010895648,57493,sell,V0_constant_50
0,6306.306682955481,163.63726599999998,0.5,57493,160.362066,126.22098012631432,58193,buy_cover,V0_constant_50
0,6368.786542350343,160.362066,0.5,58193,153.38931599999998,-279.35957629538916,59163,sell,V0_constant_50
0,6229.1067542026485,153.38931599999998,0.5,59163,179.475888,-1059.3697224662974,59905,buy_cover,V0_constant_50
0,5698.79898229408,175.075008,0.5,60992,390.4219,7004.590647208059,95701,sell,V0_constant_50
0,9201.09430589811,370.494084,0.5,101495,317.596468,-1316.8489095364284,105239,sell,V0_constant_50
0,8542.669851129896,365.333052,0.5,109847,934.813,13307.542681634939,136783,sell,V0_constant_50
0,15196.441191947366,1576.9353239999998,0.5,150989,3432.533356,17868.598103113705,172818,sell,V0_constant_50
0,24130.740243504217,2871.4441739999997,0.5,175757,2256.79855,-5172.879604818176,176621,sell,V0_constant_50
0,21544.30044109513,2843.838654,0.5,178061,2703.819128,-1068.949941328443,178925,sell,V0_constant_50
